,name,Show URL,Show Type,Language,Genres,Status,Runtime,Premiere Date,Official Site,Time,Day,Network,Country,Country Code,Timezone,Summary,Full Img,Med img,Created By,Ratings,Ratings Count,Release_year,Duration,Cast
122,Marry Me,https://www.tvmaze.com/shows/129/marry-me,Scripted,English,['Comedy'],Ended,30,10/14/2014,NA,21:00,['Tuesday'],NBC,United States,US,America/New_York,"Six years ago, Annie and Jake bonded over their mutual love of nachos and they've been inseparable ever since. Now, after returning from a romantic two-week island vacation, Jake's all set to pop the question. Before he can ask, though, Annie lets loose on Jake for his inability to commit. She was expecting him to ""put a ring on it"" in paradise and now Jake's perfect proposal is ruined. Not wanting to spend the next 60 years talking about that mess of a proposal, Jake and Annie decide to hold off on the engagement until they can do it right. Yet if history tells us anything, it's when we really want things to go right that they all tend to go wrong. The only thing we know for sure is these two are destined to be together whether they can get it together or not.",http://static.tvmaze.com/uploads/images/original_untouched/0/1836.jpg,//static.tvmaze.com/uploads/images/medium_portrait/0/1836.jpg,David Caspe,6,9,NA,NA,NA
123,Two and a Half Men,https://www.tvmaze.com/shows/130/two-and-a-half-men,Scripted,English,['Comedy'],Ended,30,9/22/2003,http://www.cbs.com/shows/two_and_a_half_men/,21:00,['Thursday'],CBS,United States,US,America/New_York,"Charlie is a well-to-do bachelor with a house at the beach, a Jaguar in the front, and an easy way with women. His casual Malibu lifestyle is interrupted when his tightly wound brother Alan, who's facing a divorce, and his son Jake, come to live with him. Together, these two and a half men confront the challenges of growing up; finally. Complicating matters are the brothers' self-obsessed, controlling mother, Evelyn, Alan's estranged wife, Judith and Charlie's crazy neighbor Rose, who wants to be a part of his life and is willing to do anything to be around. After the death of his brother, Alan Harper meets and befriends a lonely young man named Walden Schmidt who turns out to be a billionaire. Unable to afford his brother's home, Alan sells Walden the house, and as a way of showing his gratitude, Walden allows Alan and his son Jake to move in with him.",http://static.tvmaze.com/uploads/images/original_untouched/271/677682.jpg,//static.tvmaze.com/uploads/images/medium_portrait/271/677682.jpg,Chuck LorreLee Aronsohn,6.5,80,NA,NA,NA
124,About a Boy,https://www.tvmaze.com/shows/131/about-a-boy,Scripted,English,"['Drama', 'Comedy', 'Romance']",Ended,30,2/22/2014,http://www.nbc.com/about-a-boy?nbc=1,21:30,['Tuesday'],NBC,United States,US,America/New_York,"Will Freeman lives a charmed existence as the ultimate man-child. After writing a hit song, he was granted a life of free time, free love and freedom from financial woes. He's single, unemployed and loving it. So imagine his surprise when Fiona, a needy, single mom and her oddly charming 11-year-old son Marcus move in next door and disrupt his perfect world.",http://static.tvmaze.com/uploads/images/original_untouched/0/1880.jpg,//static.tvmaze.com/uploads/images/medium_portrait/0/1880.jpg,NA,6.9,21,2002,101 min,"Nicholas Hoult, Toni Collette, Victoria Smurfit, Sharon Small, Natalia Tena, Isabel Brook, Hugh Grant, Rachel Weisz, Nicholas Hutchison"
125,The Millers,https://www.tvmaze.com/shows/132/the-millers,Scripted,English,['Comedy'],Ended,30,10/3/2013,http://www.cbs.com/shows/the-millers/,20:30,['Monday'],CBS,United States,US,America/New_York,"The Millers follows Nathan Miller, a recently divorced local roving news reporter looking forward to living the singles life until his parents' marital problems unexpectedly derail his plans. After Nathan finally breaks the news of his divorce to his parents Carol and Tom, his father is inspired to follow suit and stuns the family when he leaves his wife of 43 years. Already in shock, Nathan is even more aghast when his meddlesome mom decides to move in with him. Meanwhile, his absent-minded dad imposes upon Nathan's sister Debbie, her husband Adam and their daughter. Nathan's best friend and news cameraman Ray was excited to be Nathan's wingman in the dating scene, but Carol manages to even cramp his style. Now, as Nathan and his sister settle in with their truly impossible parents, they both wonder just how long the aggravating adjustment period is going to last.",http://static.tvmaze.com/uploads/images/original_untouched/0/1886.jpg,//static.tvmaze.com/uploads/images/medium_portrait/0/1886.jpg,Greg Garcia,6.4,13,NA,NA,NA
126,Elementary,https://www.tvmaze.com/shows/133/elementary,Scripted,English,"['Drama', 'Crime', 'Mystery']",Ended,60,9/27/2012,http://www.cbs.com/shows/elementary/,22:00,['Thursday'],CBS,United States,US,America/New_York,"Elementary is a modern-day take on the classic Sherlock Holmes story about a crime-solving duo that cracks the NYPD's most impossible cases. Following his fall from grace in London and a stint in rehab, eccentric Sherlock escapes to Manhattan where his wealthy father forces him to live with his worst nightmare - a sober companion, Dr. Watson.",http://static.tvmaze.com/uploads/images/original_untouched/195/488201.jpg,//static.tvmaze.com/uploads/images/medium_portrait/195/488201.jpg,Robert Doherty,8.3,354,NA,NA,NA
127,Heroes,https://www.tvmaze.com/shows/134/heroes,Scripted,English,"['Action', 'Science-Fiction']",Ended,60,9/25/2006,NA,21:00,['Monday'],NBC,United States,US,America/New_York,"This epic chronicles the lives of ordinary people who discover they possess extraordinary abilities. As a total eclipse casts a shadow across the globe, viewers follow a genetics professor in India whose father's disappearance leads him to uncover a secret theory—there are people with super powers living among us. A young dreamer tries to convince his politician brother that he can fly. A high school cheerleader learns that she is totally indestructible. A Las Vegas stripper, struggling to make ends meet to support her young son, uncovers that her mirror image has a secret. A prison inmate mysteriously finds himself waking up outside of his cell. A gifted artist, whose drug addiction is destroying his life and the relationship with his girlfriend, can paint the future. A down-on-his-luck beat cop can hear people's thoughts, including the secrets of a captured terrorist. In Japan, a young man develops a way to stop time through sheer will power. Their ultimate destiny is nothing less than saving the world.",http://static.tvmaze.com/uploads/images/original_untouched/0/1904.jpg,//static.tvmaze.com/uploads/images/medium_portrait/0/1904.jpg,Tim Kring,7.7,156,NA,NA,NA
128,The McCarthys,https://www.tvmaze.com/shows/136/the-mccarthys,Scripted,English,"['Comedy', 'Family']",Ended,30,10/30/2014,NA,21:00,['Saturday'],CBS,United States,US,America/New_York,"The McCarthys is a multi-camera comedy about a close-knit, sports-crazed Boston family whose somewhat athletically challenged son, Ronny, is chosen by his father to be his assistant high school basketball coach, much to the surprise of his more qualified siblings. Ronny wants nothing more than to move away, join the singles scene and find a partner. His distraught mother, Marjorie is not upset that her favorite son is gay, but that he wants to leave Boston and his family.",http://static.tvmaze.com/uploads/images/original_untouched/0/1900.jpg,//static.tvmaze.com/uploads/images/medium_portrait/0/1900.jpg,Brian Gallivan,6.5,6,NA,NA,NA
129,Cristela,https://www.tvmaze.com/shows/137/cristela,Scripted,English,"['Comedy', 'Legal']",Ended,30,10/10/2014,NA,20:30,['Friday'],ABC,United States,US,America/New_York,Cristela's dream of becoming a lawyer is something her traditional Mexican-American family doesn't quite understand. She's entering her sixth year of law school after juggling home obligations and working multiple jobs to pay her way.,http://static.tvmaze.com/uploads/images/original_untouched/0/1932.jpg,//static.tvmaze.com/uploads/images/medium_portrait/0/1932.jpg,NA,7.1,10,NA,NA,NA
130,The Leftovers,https://www.tvmaze.com/shows/138/the-leftovers,Scripted,English,"['Drama', 'Science-Fiction', 'Thriller']",Ended,60,6/29/2014,http://www.hbo.com/the-leftovers,21:00,['Sunday'],HBO,United States,US,America/New_York,"Three years after millions of people—some 2% of the world's population—vanished into thin air, residents of Mapleton, NY weigh the pros and cons of a ""Heroes Day"" tribute to the local ""Departed"". Attempting to maintain a sense of normalcy in his strained community, police chief Kevin Garvey faces additional challenges at home with his daughter, Jill, who's lost in a cloud of apathy with her friend Aimee, and son, Tom, who has gravitated to a cult led by the charismatic Holy Wayne. Also of concern is a silent, white-clad group of chain-smoking men and women called the Guilty Remnant, who team up in pairs to stake out people and places around town. As tension in Mapleton escalates, the lives of Laurie, an unexpected member of the Guilty Remnant, and Meg, a recently engaged young woman, converge.",http://static.tvmaze.com/uploads/images/original_untouched/107/267799.jpg,//static.tvmaze.com/uploads/images/medium_portrait/107/267799.jpg,Damon LindelofTom Perrotta,8.2,134,NA,NA,NA
131,Girls,https://www.tvmaze.com/shows/139/girls,Scripted,English,"['Drama', 'Romance']",Ended,30,4/15/2012,http://www.hbo.com/girls,22:00,['Sunday'],HBO,United States,US,America/New_York,This Emmy winning series is a comic look at the assorted humiliations and rare triumphs of a group of girls in their 20s.,http://static.tvmaze.com/uploads/images/original_untouched/31/78286.jpg,//static.tvmaze.com/uploads/images/medium_portrait/31/78286.jpg,Lena Dunham,6.6,45,NA,NA,NA
132,Looking,https://www.tvmaze.com/shows/140/looking,Scripted,English,"['Drama', 'Comedy', 'Romance']",Ended,30,1/19/2014,http://www.hbo.com/looking,22:00,['Sunday'],HBO,United States,US,America/New_York,"Looking offers up the unfiltered experiences of three close friends living - and loving - in modern-day San Francisco. Friendship may bind them, but each is at a markedly different point in his journey: Patrick is the 29-year-old video game designer getting back into the dating world in the wake of his ex's engagement; aspiring artist Agustín, 31, is questioning the idea of monogamy amid a move to domesticate with his boyfriend; and the group's oldest member - longtime waiter Dom, 39 - is facing middle age with romantic and professional dreams still unfulfilled.",http://static.tvmaze.com/uploads/images/original_untouched/0/1961.jpg,//static.tvmaze.com/uploads/images/medium_portrait/0/1961.jpg,Michael Lannan,7.1,13,NA,NA,NA
133,Getting On,https://www.tvmaze.com/shows/141/getting-on,Scripted,English,"['Comedy', 'Medical']",Ended,30,11/24/2013,http://www.hbo.com/getting-on,22:00,['Sunday'],HBO,United States,US,America/New_York,"From creators Mark V. Olsen and Will Scheffer, the series follows the daily lives of nurses and doctors as they struggle with the darkly comic realities of caring for the elderly in an overwhelmed healthcare system, skewering the petty bureaucracies of modern medical practice in America.",http://static.tvmaze.com/uploads/images/original_untouched/0/1970.jpg,//static.tvmaze.com/uploads/images/medium_portrait/0/1970.jpg,Mark V. OlsenVicki PepperdineJoanna ScanlanJo BrandWill Scheffer,7.8,6,NA,NA,NA
134,Veep,https://www.tvmaze.com/shows/142/veep,Scripted,English,['Comedy'],Ended,30,4/22/2012,http://www.hbo.com/veep/,22:30,['Sunday'],HBO,United States,US,America/New_York,"Former Senator Selina Meyer has accepted the call to serve as Vice President of the United States. The job is nothing like she imagined and everything she was warned about. Veep follows Meyer and her staff as they attempt to make their mark and leave a lasting legacy, without getting tripped up in the day-to-day political games that define Washington.",http://static.tvmaze.com/uploads/images/original_untouched/189/472887.jpg,//static.tvmaze.com/uploads/images/medium_portrait/189/472887.jpg,Armando Iannucci,8.1,80,NA,NA,NA
135,Silicon Valley,https://www.tvmaze.com/shows/143/silicon-valley,Scripted,English,['Comedy'],Ended,30,4/6/2014,http://www.hbo.com/silicon-valley/,22:00,['Sunday'],HBO,United States,US,America/New_York,"In the high-tech gold rush of modern Silicon Valley, the people most qualified to succeed are the least capable of handling success. From Mike Judge comes this satire about a programmer whose game-changing algorithm becomes the subject of a valley-wide bidding war.",http://static.tvmaze.com/uploads/images/original_untouched/215/538434.jpg,//static.tvmaze.com/uploads/images/medium_portrait/215/538434.jpg,Mike JudgeJohn AltschulerDave Krinsky,8.5,187,NA,NA,NA
136,The Comeback,https://www.tvmaze.com/shows/144/the-comeback,Scripted,English,['Comedy'],Ended,30,6/5/2005,http://www.hbo.com/the-comeback,22:00,['Sunday'],HBO,United States,US,America/New_York,"The limited comedy series stars Lisa Kudrow as the embattled Valerie Cherish, a fading TV ""It Girl"" who was once so desperate to stay in the spotlight that she allowed cameras to follow her every move as she appeared on a new sitcom - with disastrous results. Now, it's ten years later, and Valerie thinks she has it all figured out this time. She doesn't.",http://static.tvmaze.com/uploads/images/original_untouched/280/700748.jpg,//static.tvmaze.com/uploads/images/medium_portrait/280/700748.jpg,Lisa KudrowMichael Patrick King,8,12,NA,NA,NA
137,House of Lies,https://www.tvmaze.com/shows/145/house-of-lies,Scripted,English,"['Drama', 'Comedy']",Ended,30,1/8/2012,http://www.sho.com/sho/house-of-lies/home,21:00,['Sunday'],Showtime,United States,US,America/New_York,"Charming, fast talking Marty Kaan and his crack team of management consultants know how to play the corporate game better than anyone, by using every dirty trick in the book to woo powerful CEOs and close huge deals. In the board rooms, barrooms, and bedrooms of the power elite, corruption is business as usual and everyone's out for themselves first. Nothing is sacred in this scathing, irreverent satire of corporate America today.",http://static.tvmaze.com/uploads/images/original_untouched/0/2003.jpg,//static.tvmaze.com/uploads/images/medium_portrait/0/2003.jpg,Matthew Carnahan,7.8,49,NA,NA,NA
138,Episodes,https://www.tvmaze.com/shows/146/episodes,Scripted,English,['Comedy'],Ended,30,1/9/2011,http://www.sho.com/sho/episodes/home,22:00,['Sunday'],Showtime,United States,US,America/New_York,"Matt LeBlanc stars as Matt LeBlanc in Episodes, the hilarious comedy series about remaking a comedy series. When husband and wife writing team Sean and Beverly set out to reproduce their British TV hit for an American network, all of their worst fears come true as Hollywood lives up to its reputation for absurdity. Not only does the network cast Matt LeBlanc in the starring role, but Matt takes the lead in deviously twisting their beloved series into a terrible cliché, while testing the couple's marriage with diversions and temptations.",http://static.tvmaze.com/uploads/images/original_untouched/123/309535.jpg,//static.tvmaze.com/uploads/images/medium_portrait/123/309535.jpg,David CraneJeffrey Klarik,8,64,2017,5 Seasons,"Matt LeBlanc, Tamsin Greig, Stephen Mangan, Kathleen Rose Perkins, John Pankow, Mircea Monroe"
139,Nurse Jackie,https://www.tvmaze.com/shows/147/nurse-jackie,Scripted,English,"['Drama', 'Comedy']",Ended,30,6/8/2009,NA,21:00,['Sunday'],Showtime,United States,US,America/New_York,"Every day is a matter of life and death in a hectic New York City hospital, but for Nurse Jackie that's the easiest part. Between chronic back pain that won't quit, and a personal life on the constant edge of collapse, it's going to take a white lie here, a bent rule there, and a handful of secret strategies to relieve the pain, and stay one step ahead of total disaster.",http://static.tvmaze.com/uploads/images/original_untouched/0/2021.jpg,//static.tvmaze.com/uploads/images/medium_portrait/0/2021.jpg,Evan DunskyLinda WallemLiz Brixius,7.7,25,2015,7 Seasons,"Edie Falco, Merritt Wever, Paul Schulze, Peter Facinelli, Stephen Wallem, Eve Best, Dominic Fumusa, Ruby Jerins, Anna Deavere Smith"
140,Web Therapy,https://www.tvmaze.com/shows/148/web-therapy,Scripted,English,['Comedy'],Ended,30,7/19/2011,NA,23:00,['Wednesday'],Showtime,United States,US,America/New_York,"Fiona Wallice is a therapist with little patience for her patients. Tired of hearing about people's problems for fifty long minutes, she devises a new treatment, the three-minute video chat. And still, the sessions end up being largely about her. If she's your therapist, you've got problems. Emmy Award® winner Lisa Kudrow co-created, produces and stars in this outrageous therapeutic send-up. Originally produced as webisodes, Web Therapy features an A-list guest cast who, along with Kudrow, improvise their performances with hilarious results.",http://static.tvmaze.com/uploads/images/original_untouched/0/2036.jpg,//static.tvmaze.com/uploads/images/medium_portrait/0/2036.jpg,Dan BucatinskyLisa KudrowDon Roos,7,8,NA,NA,NA
141,Masters of Sex,https://www.tvmaze.com/shows/149/masters-of-sex,Scripted,English,"['Drama', 'Romance', 'History']",Ended,60,9/29/2013,http://www.sho.com/sho/masters-of-sex/home,22:00,['Sunday'],Showtime,United States,US,America/New_York,"Masters of Sex is a drama that portrays the real-life pioneers of the science of human sexuality, William Masters and Virginia Johnson. The series chronicles the unusual lives, romance, and pop culture trajectory of Masters and Johnson. Their research touched off the sexual revolution and took them from a midwestern teaching hospital in St. Louis to the cover of Time magazine and nearly a dozen appearances on Johnny Carson's couch.",http://static.tvmaze.com/uploads/images/original_untouched/46/117234.jpg,//static.tvmaze.com/uploads/images/medium_portrait/46/117234.jpg,Michelle Ashford,7.3,44,NA,NA,NA
142,Shameless,https://www.tvmaze.com/shows/150/shameless,Scripted,English,"['Drama', 'Comedy', 'Family']",Ended,60,1/9/2011,http://www.sho.com/sho/shameless/home,21:00,['Sunday'],Showtime,United States,US,America/New_York,"Shameless is a fiercely engaging and fearlessly twisted series. Chicagoan Frank Gallagher is the proud single dad of six smart, industrious, independent kids, who without him would be... perhaps better off. When Frank's not at the bar spending what little money they have, he's passed out on the floor. But the kids have found ways to grow up in spite of him. They may not be like any family you know, but they make no apologies for being exactly who they are.",http://static.tvmaze.com/uploads/images/original_untouched/284/712350.jpg,//static.tvmaze.com/uploads/images/medium_portrait/284/712350.jpg,Paul Abbott,8.5,228,NA,NA,NA
143,The Newsroom,https://www.tvmaze.com/shows/151/the-newsroom,Scripted,English,['Drama'],Ended,60,6/24/2012,https://www.hbo.com/the-newsroom,21:00,['Sunday'],HBO,United States,US,America/New_York,"The Newsroom follows the members of a cable news team on their quixotic mission to do the news well in the face of a fickle audience, corporate mandates and tangled personal relationships.",http://static.tvmaze.com/uploads/images/original_untouched/0/2066.jpg,//static.tvmaze.com/uploads/images/medium_portrait/0/2066.jpg,Aaron Sorkin,8.6,96,NA,NA,NA
144,Ray Donovan,https://www.tvmaze.com/shows/152/ray-donovan,Scripted,English,"['Drama', 'Action', 'Crime']",Ended,60,6/30/2013,http://www.sho.com/sho/ray-donovan/home,20:00,['Sunday'],Showtime,United States,US,America/New_York,"Set in the sprawling mecca of the rich and famous, Ray Donovan does the dirty work for LA's top power players as the go-to guy who makes the problems of the city's celebrities, superstar athletes, and business moguls disappear. This powerful drama unfolds when his father is unexpectedly released from prison, setting off a chain of events that shakes the Donovan family to its core.",http://static.tvmaze.com/uploads/images/original_untouched/212/531511.jpg,//static.tvmaze.com/uploads/images/medium_portrait/212/531511.jpg,Ann Biderman,8.2,220,NA,NA,NA
145,Sanctuary,https://www.tvmaze.com/shows/154/sanctuary,Scripted,English,"['Drama', 'Adventure', 'Science-Fiction']",Ended,60,10/3/2008,NA,22:00,['Friday'],Syfy,United States,US,America/New_York,"Sanctuary follows the adventures of the beautiful, enigmatic and always surprising Dr. Helen Magnus, a brilliant scientist who holds the secrets of a clandestine population and a group of strange and sometimes terrifying beings that hide among humans.",http://static.tvmaze.com/uploads/images/original_untouched/0/2119.jpg,//static.tvmaze.com/uploads/images/medium_portrait/0/2119.jpg,Damian Kindler,7.9,79,NA,NA,NA
146,Beauty and the Beast,https://www.tvmaze.com/shows/155/beauty-and-the-beast,Scripted,English,"['Drama', 'Horror', 'Romance']",Ended,60,10/11/2012,http://www.cwtv.com/shows/beauty-and-the-beast,21:00,['Thursday'],The CW,United States,US,America/New_York,"Detective Catherine Chandler is a smart, no-nonsense homicide detective. When she was a teenager, she witnessed the murder of her mother at the hands of two gunmen and herself was saved by someone – or something. Years have passed and while investigating a murder, Catherine discovers a clue that leads her to Vincent Keller, who was reportedly killed in 2002. Catherine learns that Vincent is actually still alive and that it was he who saved her many years before. For mysterious reasons that have forced him to live outside of traditional society, Vincent has been in hiding for the past 10 years to guard his secret – when he is enraged, he becomes a terrifying beast, unable to control his super-strength and heightened senses.",http://static.tvmaze.com/uploads/images/original_untouched/0/2128.jpg,//static.tvmaze.com/uploads/images/medium_portrait/0/2128.jpg,Jennifer LevinRon KoslowSherri Cooper-Landsman,7.2,63,NA,NA,NA
147,Twin Peaks,https://www.tvmaze.com/shows/156/twin-peaks,Scripted,English,"['Drama', 'Crime', 'Supernatural']",Ended,60,4/8/1990,http://www.sho.com/twin-peaks,21:00,['Sunday'],Showtime,United States,US,America/New_York,"Set in the fictional town of Twin Peaks in northeast Washington state, this is the story of FBI Special Agent Dale Cooper and his investigation of the murder of a popular local teenage schoolgirl, Laura Palmer.",http://static.tvmaze.com/uploads/images/original_untouched/99/249543.jpg,//static.tvmaze.com/uploads/images/medium_portrait/99/249543.jpg,David LynchMark Frost,8.1,145,1990,2 Seasons,"Kyle MacLachlan, Michael Ontkean, Mädchen Amick, Dana Ashbrook, Richard Beymer, Lara Flynn Boyle, Sherilyn Fenn, Warren Frost, Peggy Lipton, James Marshall, Everett McGill, Jack Nance, Joan Chen, Kimmy Robertson, Michael Horse, Piper Laurie, Harry Goaz, Eric DaRe, Wendy Robie, Ray Wise, Sheryl Lee, Russ Tamblyn, Don S. Davis, Chris Mulkey, Gary Hershberger, Grace Zabriskie"
148,The Americans,https://www.tvmaze.com/shows/157/the-americans,Scripted,English,"['Drama', 'Espionage']",Ended,60,1/30/2013,http://www.fxnetworks.com/theamericans,22:00,['Wednesday'],FX,United States,US,America/New_York,The Americans is a period drama about the complex marriage of two KGB spies posing as Americans in suburban Washington D.C. shortly after Ronald Reagan is elected President.,http://static.tvmaze.com/uploads/images/original_untouched/146/366911.jpg,//static.tvmaze.com/uploads/images/medium_portrait/146/366911.jpg,Joe Weisberg,8.6,183,NA,NA,NA
149,Fringe,https://www.tvmaze.com/shows/158/fringe,Scripted,English,"['Drama', 'Action', 'Science-Fiction']",Ended,60,9/9/2008,NA,21:00,['Friday'],FOX,United States,US,America/New_York,"When an international flight lands at Boston's Logan Airport and the passengers and crew have all died grisly deaths, FBI Special Agent Olivia Dunham is called in to investigate. After her partner is nearly killed during the investigation, a desperate Olivia searches frantically for someone to help, leading her to Dr. Walter Bishop, our generation's Einstein. There's only one catch: he's been institutionalized for the last twenty years, and the only way to question him requires pulling his estranged son Peter in to help. When Olivia's investigation leads her to a manipulative corporate executive, she and her team will discover that what happened on Flight 627 is only a small piece of a larger, more shocking truth and will explore the blurring line between the possible and the impossible.",http://static.tvmaze.com/uploads/images/original_untouched/0/2245.jpg,//static.tvmaze.com/uploads/images/medium_portrait/0/2245.jpg,J.J. AbramsRoberto OrciAlex Kurtzman,8.8,262,NA,NA,NA
150,State of Affairs,https://www.tvmaze.com/shows/159/state-of-affairs,Scripted,English,"['Drama', 'Thriller']",Ended,60,11/17/2014,NA,22:00,['Monday'],NBC,United States,US,America/New_York,"Each day the President is faced with dozens of life and death decisions, and to prioritize the biggest international crises facing the country, one top CIA analyst — Charleston Tucker — assembles the President's Daily Briefing (PDB). This list of the most vital security issues facing the nation brings with it moral and political judgment calls for Charleston and... her trusted group of brilliant analysts at the agency. Aside from the political minefields she has to walk, Charlie has a close personal relationship with the President because she was once engaged to her son before a tragic terrorist attack took his life. Charlie survived that attack and is now determined to bring the perpetrators to justice. Navigating a complex personal life and a pressure-cooker profession is, of course, a challenge, and Charlie sometimes engages in boundary-pushing behavior to avoid facing her grief. But when the clock strikes 2 a.m., she is all about her job — protecting her nation, serving her President and still trying to get to the bottom of her fiancé's murder that will reveal itself as a shocking mystery.",http://static.tvmaze.com/uploads/images/original_untouched/280/700731.jpg,//static.tvmaze.com/uploads/images/medium_portrait/280/700731.jpg,Alexi Hawley,6.5,23,NA,NA,NA
151,Weeds,https://www.tvmaze.com/shows/160/weeds,Scripted,English,"['Drama', 'Comedy', 'Crime']",Ended,30,8/7/2005,http://www.sho.com/sho/weeds/home,22:00,['Sunday'],Showtime,United States,US,America/New_York,Weeds is based around an american widow (Nancy Botwin) with 2 children who begins selling cannabis for financial gain after the death of her husband. Her family become involved in more and more illegal activities as the show progresses.,http://static.tvmaze.com/uploads/images/original_untouched/0/2216.jpg,//static.tvmaze.com/uploads/images/medium_portrait/0/2216.jpg,Jenji Kohan,7.9,67,2012,8 Seasons,"Mary-Louise Parker, Hunter Parrish, Alexander Gould, Kevin Nealon, Justin Kirk, Elizabeth Perkins, Allie Grant, Andy Milder, Tonye Patano, Romany Malco"
152,Dexter,https://www.tvmaze.com/shows/161/dexter,Scripted,English,"['Drama', 'Crime', 'Mystery']",Running,60,10/1/2006,http://www.sho.com/sho/dexter/home,21:00,['Sunday'],Showtime,United States,US,America/New_York,"Dexter is a crime drama series based around the main character, a serial killer named Dexter Morgan. Dexter only kills other killers and criminals and works in blood splatter analysis at crime scenes.",http://static.tvmaze.com/uploads/images/original_untouched/39/99907.jpg,//static.tvmaze.com/uploads/images/medium_portrait/39/99907.jpg,"James Manos, Jr.",8.5,277,2013,8 Seasons,"Michael C. Hall, Jennifer Carpenter, David Zayas, James Remar, C.S. Lee, Lauren Vélez, Desmond Harrington, Julie Benz, Christina Robinson, Geoff Pierson"
153,Carnivàle,https://www.tvmaze.com/shows/162/carnivale,Scripted,English,"['Drama', 'Fantasy', 'Horror']",Ended,60,9/14/2003,NA,22:00,['Sunday'],HBO,United States,US,America/New_York,"Carnivàle is set in the United States during the Great Depression and Dust Bowl. In tracing the lives of two disparate groups of people, its overarching story depicts the battle between good and evil and the struggle between free will and destiny, the storyline mixes Christian theology with Gnosticism and Masonic lore, particularly that of the Knights Templar.",http://static.tvmaze.com/uploads/images/original_untouched/0/2256.jpg,//static.tvmaze.com/uploads/images/medium_portrait/0/2256.jpg,Daniel Knauf,8.6,40,NA,NA,NA
154,Human Target,https://www.tvmaze.com/shows/163/human-target,Scripted,English,"['Action', 'Adventure', 'Crime']",Ended,60,1/17/2010,NA,20:00,['Wednesday'],FOX,United States,US,America/New_York,"Christopher Chance is a unique private contractor/security expert/bodyguard hired when an unusual or imminent threat cannot be solved through normal means of protection. Chance works with his business partner and trusted friend, Winston, and hired gun, Guerrero, to integrate himself completely into his clients' lives and eliminate the threat by becoming the Human Target.",http://static.tvmaze.com/uploads/images/original_untouched/42/106702.jpg,//static.tvmaze.com/uploads/images/medium_portrait/42/106702.jpg,Jonathan E. Steinberg,8.1,52,NA,NA,NA
155,Banshee,https://www.tvmaze.com/shows/164/banshee,Scripted,English,"['Drama', 'Action', 'Crime']",Ended,60,1/11/2013,http://www.cinemax.com/banshee/,22:00,['Friday'],Cinemax,United States,US,America/New_York,"Banshee stars Antony Starr as Lucas Hood, an ex-con and master thief who assumes the identity of the sheriff of Banshee, Pennsylvania, where he continues his criminal activities, even as he's hunted by the shadowy gangsters he betrayed years earlier.",http://static.tvmaze.com/uploads/images/original_untouched/80/201761.jpg,//static.tvmaze.com/uploads/images/medium_portrait/80/201761.jpg,Jonathan TropperDavid Schickler,8.7,205,NA,NA,NA
156,Bionic Woman,https://www.tvmaze.com/shows/165/bionic-woman,Scripted,English,"['Action', 'Science-Fiction']",Ended,60,9/26/2007,NA,21:00,['Wednesday'],NBC,United States,US,America/New_York,"When a devastating car accident leaves Jaime Sommer at death's door, her only hope of survival is a cutting-edge, top-secret technology performed by her boyfriend, Dr. Will Anthros and with her new bionics come a covert life that she is not sure she is ready to lead.",http://static.tvmaze.com/uploads/images/original_untouched/0/2303.jpg,//static.tvmaze.com/uploads/images/medium_portrait/0/2303.jpg,Kenneth Johnson,6.1,30,NA,NA,NA
157,Battlestar Galactica,https://www.tvmaze.com/shows/166/battlestar-galactica,Scripted,English,"['Drama', 'Science-Fiction', 'War']",Ended,60,12/8/2003,http://www.syfy.com/battlestargalactica,22:00,['Friday'],Syfy,United States,US,America/New_York,"The world ended with no warning, and all that was left… was hope.",http://static.tvmaze.com/uploads/images/original_untouched/0/2313.jpg,//static.tvmaze.com/uploads/images/medium_portrait/0/2313.jpg,Ronald D. MooreGlen A. Larson,8.9,187,NA,NA,NA
158,24,https://www.tvmaze.com/shows/167/24,Scripted,English,"['Drama', 'Action', 'Thriller']",Ended,60,11/6/2001,http://www.fox.com/,21:00,['Monday'],FOX,United States,US,America/New_York,"Jack Bauer, agent of CTU (Counter Terrorist Unit) faces threats against his country and himself in this action packed show. Each season contains of one day, each episode shows one hour of Jack Bauer's day. 24 is the only action show in real time and gained a lot of fans during the years with this concept.",http://static.tvmaze.com/uploads/images/original_untouched/0/2330.jpg,//static.tvmaze.com/uploads/images/medium_portrait/0/2330.jpg,Joel SurnowRobert Cochran,8.6,156,NA,NA,NA
159,Chuck,https://www.tvmaze.com/shows/168/chuck,Scripted,English,"['Drama', 'Comedy', 'Action']",Ended,60,9/24/2007,http://www.nbc.com/chuck,20:00,['Friday'],NBC,United States,US,America/New_York,"Chuck Bartowski is a computer geek that gets catapulted into a new career as the government's most vital secret agent. When Chuck opens an e-mail subliminally encoded with government secrets, he unwittingly downloads an entire server of sensitive data into his brain. With the government's most precious secrets in Chuck's head, Major John Casey of the National Security Agency assumes the responsibility of protecting him. His partner is the CIA's top agent, Sarah Walker.",http://static.tvmaze.com/uploads/images/original_untouched/0/2385.jpg,//static.tvmaze.com/uploads/images/medium_portrait/0/2385.jpg,Chris FedakJosh Schwartz,8.5,141,NA,NA,NA
