,name,Show URL,Show Type,Language,Genres,Status,Runtime,Premiere Date,Official Site,Time,Day,Network,Country,Country Code,Timezone,Summary,Full Img,Med img,Created By,Ratings,Ratings Count,Release_year,Duration,Cast
90,Defiance,https://www.tvmaze.com/shows/94/defiance,Scripted,English,"['Action', 'Adventure', 'Science-Fiction']",Ended,60,4/15/2013,NA,20:00,['Thursday'],Syfy,United States,US,America/New_York,"Set on a future Earth, Defiance introduces players and viewers to a world where humans and aliens live together on a planet ravaged by decades of war and transformed by alien terra-forming machines. It centers on Jeb Nolan, the law-keeper in a bustling frontier boomtown that is one of the new world's few oasis of civility and inclusion. Nolan is a former Marine who fought in the alien conflict and suffered the loss of his wife and child in the war. The trauma transformed him into a lone wanderer in the wilds of this new and dangerous world.",http://static.tvmaze.com/uploads/images/original_untouched/0/700.jpg,//static.tvmaze.com/uploads/images/medium_portrait/0/700.jpg,Rockne S. O'Bannon,7.7,118,2008,137 min,"Daniel Craig, Liev Schreiber, Jamie Bell, Alexa Davalos, Allan Corduner, Mark Feuerstein, Tomas Arana, Jodhi May, Kate Fahy, Iddo Goldberg, George MacKay, Iben Hjejle, Martin Hancock, Jacek Koman, Ravil Isyanov"
91,Falling Skies,https://www.tvmaze.com/shows/95/falling-skies,Scripted,English,"['Drama', 'Action', 'Science-Fiction']",Ended,60,6/19/2011,NA,22:00,['Sunday'],TNT,United States,US,America/New_York,"The series tells the story of the aftermath of a global invasion by several races of extraterrestrials that neutralizes the world's power grid and technology, quickly destroys the combined militaries of all the world's countries, and apparently kills over 90% of the human population within a few days.",http://static.tvmaze.com/uploads/images/original_untouched/0/716.jpg,//static.tvmaze.com/uploads/images/medium_portrait/0/716.jpg,Robert Rodat,7.6,141,NA,NA,NA
92,Manhattan Love Story,https://www.tvmaze.com/shows/96/manhattan-love-story,Scripted,English,"['Comedy', 'Romance']",Ended,30,9/30/2014,https://abc.go.com/shows/manhattan-love-story,20:30,['Tuesday'],ABC,United States,US,America/New_York,"Have you ever wondered what your date was thinking? This romantic comedy exposes the differences between men and women through the unfiltered thoughts, and often contradictory actions, of a new couple who have just begun dating.",http://static.tvmaze.com/uploads/images/original_untouched/0/729.jpg,//static.tvmaze.com/uploads/images/medium_portrait/0/729.jpg,Jeff Lowell,5.4,11,NA,NA,NA
93,The Biggest Loser,https://www.tvmaze.com/shows/97/the-biggest-loser,Reality,English,['Drama'],Running,60,10/19/2004,https://www.usanetwork.com/the-biggest-loser,21:00,['Tuesday'],USA Network,United States,US,America/New_York,"NBC's The Biggest Loser, a show known for its incredible weight loss makeovers, will reveal an exciting makeover of its own when the popular series returns on Monday, January 4 (9-11 p.m. ET) with new host Bob Harper, a new ""Temptation"" theme, an updated state-of-the-art gym, a new logo, fun format changes and a return to the popular team vs. team competition. Dolvett Quince and Jen Widerstrom return to train eight contestant teams of two, all with compelling stories. Seven teams (spouses, parent/adult child, siblings, relatives, best friends) will know each other, but one team will be two strangers - former ""Celebrity Apprentice"" contestant and the original ""Survivor"" winner, Richard Hatch, and 'The Voice' season two semi-finalist Erin Willett. Having both been in the NBC family previously, the two share the same goal as the other 14 contestants - to change their lives and get healthy. The renovated ""Biggest Loser"" gym, featuring a new interior and exterior branded with the new logo, has modernized equipment to help contestants better achieve their fitness goals, including eight high-tech monitors on the walls of each side of the gym that will track contestants' calorie burns as well as heart rates. Half of the gym will be dedicated to Team Dolvett and the other half dedicated to Team Jen. The weigh-in will be very different this season with a new look and double scales, so contestants on opposing teams can weigh-in side by side, making the weigh-in even more compelling to watch. The contestant house is also getting a whole new look for season 17.",http://static.tvmaze.com/uploads/images/original_untouched/0/730.jpg,//static.tvmaze.com/uploads/images/medium_portrait/0/730.jpg,NA,6,4,NA,NA,NA
94,Scandal,https://www.tvmaze.com/shows/98/scandal,Scripted,English,"['Drama', 'Thriller']",Ended,60,4/5/2012,http://abc.go.com/shows/scandal,22:00,['Thursday'],ABC,United States,US,America/New_York,"Everyone has secrets… and Olivia Pope has dedicated her life to protecting and defending the public images of the nation's elite by keeping those secrets under wraps. Pope's team are at the top of their game when it comes to getting the job done for their clients, but it becomes apparent that these ""gladiators in suits"", who specialize in fixing the lives of other people, have trouble fixing those closest at hand -- their own.",http://static.tvmaze.com/uploads/images/original_untouched/303/758518.jpg,//static.tvmaze.com/uploads/images/medium_portrait/303/758518.jpg,Shonda Rhimes,7.9,85,2018,7 Seasons,"Kerry Washington, Columbus Short, Darby Stanchfield, Katie Lowes, Guillermo Díaz, Joshua Malina, Jeff Perry, Bellamy Young, Tony Goldwyn, Scott Foley"
95,America's Next Top Model,https://www.tvmaze.com/shows/99/americas-next-top-model,Reality,English,[],Ended,60,5/20/2003,http://www.vh1.com/shows/americas-next-top-model,20:00,['Wednesday'],VH1,United States,US,America/New_York,"Created by supermodel Tyra Banks, America's Next Top Model follows a group of young women of various backgrounds, shapes and sizes who live together in a loft and vie for a modeling contract. The show exposes the transformation of everyday young women into potentially fierce supermodels, with participants facing weekly tests that determine who can make the cut. With mentoring by supermodel Tyra Banks and exposure to high-profile fashion-industry gurus, the finalists compete in a highly accelerated modeling boot camp--a crash course to supermodel fame.",http://static.tvmaze.com/uploads/images/original_untouched/147/369365.jpg,//static.tvmaze.com/uploads/images/medium_portrait/147/369365.jpg,Tyra Banks,5.8,17,2013,2 Seasons,Tyra Banks
96,Blue Bloods,https://www.tvmaze.com/shows/100/blue-bloods,Scripted,English,"['Drama', 'Crime']",Running,60,9/24/2010,http://www.cbs.com/shows/blue_bloods/,22:00,['Friday'],CBS,United States,US,America/New_York,"Blue Bloods is a drama about a multi-generational family of cops dedicated to New York City law enforcement. Frank Reagan is the New York Police Commissioner and heads both the police force and the Reagan brood. He runs his department as diplomatically as he runs his family, even when dealing with the politics that plagued his unapologetically bold father, Henry, during his stint as Chief. A source of pride and concern for Frank is his eldest son Danny, a seasoned detective, family man and Iraq War vet who on occasion uses dubious tactics to solve cases with his loyal and tough partner, Detective Jackie Curatola. The Reagan women in the family include Erin, a N.Y. Assistant D.A., who also serves as the legal compass for her siblings and father, and single parent to her teenage daughter Nicky; and Linda, Danny's supportive wife. Jamie is the youngest Reagan, a recent grad of Harvard Law and the family's ""golden boy."" Unable to deny the family tradition, Jamie has decided to give up a lucrative future in law and follow in the family footsteps as a cop.",http://static.tvmaze.com/uploads/images/original_untouched/237/592580.jpg,//static.tvmaze.com/uploads/images/medium_portrait/237/592580.jpg,Mitchell BurgessRobin Green,8.3,154,NA,NA,NA
97,The Good Wife,https://www.tvmaze.com/shows/101/the-good-wife,Scripted,English,"['Drama', 'Crime', 'Legal']",Ended,60,9/22/2009,http://www.cbs.com/shows/the_good_wife/,21:00,['Sunday'],CBS,United States,US,America/New_York,"The Good Wife follows Alicia Florrick, a wife and mother who boldly assumes full responsibility for her family and re-enters the workforce after her husband's very public sex and political corruption scandal lands him in jail. Pushing aside the betrayal and crushing public humiliation caused by her husband Peter, Alicia starts over by pursuing her original career as a defense attorney.",http://static.tvmaze.com/uploads/images/original_untouched/59/148162.jpg,//static.tvmaze.com/uploads/images/medium_portrait/59/148162.jpg,Michelle KingRobert King,8.4,109,NA,NA,NA
98,Boardwalk Empire,https://www.tvmaze.com/shows/102/boardwalk-empire,Scripted,English,"['Drama', 'Crime']",Ended,60,9/19/2010,http://www.hbo.com/boardwalk-empire,21:00,['Sunday'],HBO,United States,US,America/New_York,"As the country struggles to cope with the Great Depression and the end of Prohibition looms, Nucky Thompson looks to legitimize himself through alliances with liquor producers, while rivals Lucky Luciano and Meyer Lansky seek to consolidate their power in the wake of Arnold Rothstein's death and eliminate all competition - by any means necessary on Boardwalk Empire.",http://static.tvmaze.com/uploads/images/original_untouched/82/205023.jpg,//static.tvmaze.com/uploads/images/medium_portrait/82/205023.jpg,Terence Winter,8.5,96,NA,NA,NA
99,Law & Order: Special Victims Unit,https://www.tvmaze.com/shows/103/law-order-special-victims-unit,Scripted,English,"['Drama', 'Crime']",Running,60,9/20/1999,http://www.nbc.com/law-and-order-special-victims-unit,21:00,['Thursday'],NBC,United States,US,America/New_York,"In the criminal justice system, sexually-based offenses are considered especially heinous. In New York City, the dedicated detectives who investigate these vicious felonies are members of an elite squad known as the Special Victims Unit. These are their stories.",http://static.tvmaze.com/uploads/images/original_untouched/279/699062.jpg,//static.tvmaze.com/uploads/images/medium_portrait/279/699062.jpg,Dick Wolf,8.2,120,NA,NA,NA
100,Dominion,https://www.tvmaze.com/shows/104/dominion,Scripted,English,"['Action', 'Adventure', 'Fantasy']",Ended,60,6/19/2014,http://www.syfy.com/dominion,22:00,['Thursday'],Syfy,United States,US,America/New_York,"Dominion is an epic supernatural drama set in the near future. Specifically, 25 years after ""The Extinction War,"" when an army of lower angels, assembled by the archangel Gabriel, waged war against mankind. The archangel Michael, turning against his own kind, chose to side with humanity. Rising out of the ashes of this long battle are newly fortified cities which protect human survivors. At the center of the series is the city of Vega, a glistening empire that has formed from the ruins of what was once Las Vegas.",http://static.tvmaze.com/uploads/images/original_untouched/0/775.jpg,//static.tvmaze.com/uploads/images/medium_portrait/0/775.jpg,Vaun Wilmott,7.1,91,NA,NA,NA
101,From Dusk Till Dawn: The Series,https://www.tvmaze.com/shows/105/from-dusk-till-dawn-the-series,Scripted,English,"['Action', 'Crime', 'Horror']",Ended,60,3/11/2014,http://www.elreynetwork.com/originals/from-dusk-till-dawn-s3,21:00,['Tuesday'],El Rey Network,United States,US,America/New_York,"From Dusk Till Dawn: The Series, based on the thrill-ride film of the same name, is a supernatural crime saga centered around bank robber, Seth Gecko and his violent, unpredictable brother, Richard ""Richie"" Gecko, who are wanted by the FBI and Texas Rangers Earl McGraw and Freddie Gonzalez after a bank heist leaves several people dead. While on the run to Mexico, Seth and Richie encounter former pastor Jacob Fuller and his family, whom they take hostage. Using the family RV to cross the border, chaos ensues when the group detours to a strip club that is populated by vampires. They are forced to fight until dawn in order to get out alive.",http://static.tvmaze.com/uploads/images/original_untouched/70/176381.jpg,//static.tvmaze.com/uploads/images/medium_portrait/70/176381.jpg,Robert Rodriguez,6.5,68,NA,NA,NA
102,Justified,https://www.tvmaze.com/shows/106/justified,Scripted,English,"['Drama', 'Crime', 'Western']",Ended,60,3/16/2010,NA,22:00,['Tuesday'],FX,United States,US,America/New_York,"Deputy U.S. Marshal Raylan Givens is something of a 19th century-style officer in modern times, whose unconventional enforcement of justice makes him a target with criminals and a problem for his superiors in the U.S. Marshals Service. As a result of an eager but ""justified"" shooting of a Miami fugitive while on assignment in Florida, Givens is reassigned to Lexington, Kentucky, in a district that includes his hometown of Harlan, a rural mining town in the east of the state.",http://static.tvmaze.com/uploads/images/original_untouched/0/808.jpg,//static.tvmaze.com/uploads/images/medium_portrait/0/808.jpg,Graham Yost,8.9,109,NA,NA,NA
103,Bob's Burgers,https://www.tvmaze.com/shows/107/bobs-burgers,Animation,English,"['Comedy', 'Family']",Running,30,1/9/2011,http://www.fox.com/bobs-burgers,21:00,['Sunday'],FOX,United States,US,America/New_York,"The series follows Bob who runs Bob's Burgers, with the help of his wife and their three kids. Bob has big ideas about burgers, but the rest of the clan falls short on service. Despite the greasy counters and lousy location, the Belchers are determined to make every ""Grand Re-Re-Re-opening"" a success. Bob's wife, Linda, stands by her man and often does so by bursting into song. Their eldest daughter, 13-year-old Tina has a slight obsession with boys and zombies. Middle child Gene is an aspiring musician with a thirst for life. Louise is the bunny ears-wearing youngest daughter with an off-kilter sense of humor that makes her somewhat of a liability in the kitchen – and with the public.",http://static.tvmaze.com/uploads/images/original_untouched/309/773276.jpg,//static.tvmaze.com/uploads/images/medium_portrait/309/773276.jpg,Jim DauteriveLoren Bouchard,8,70,NA,NA,NA
